plate,well,f_site,bf_site,f_nuc_path,bf_nuc_path,f_ref_a,f_ref_b,f_ref_c,f_ref_d,bf_ref_a,bf_ref_b,bf_ref_c,bf_ref_d
P015092,I19,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_I19_s4_w1254C7DC7-2BAF-46AF-B422-8FF4EF60851F.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_I19_s2_w1B4CAAF5E-4338-4178-8BC4-3BF11D8743AA.tif,0,-5,0,2160,5,2160,0,2160
P015092,I19,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_I19_s5_w1A528E48F-1206-4939-B534-034677D9A3C5.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_I19_s3_w19C0BC0AB-375F-47DC-8D18-F6E176A007D4.tif,0,-5,0,2160,5,2160,0,2160
P015092,I19,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_I19_s6_w1DD658A24-F004-46C6-B049-7FDF9791D160.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_I19_s4_w1DB3B6312-0F99-4E32-8E93-E04B856663D7.tif,0,-5,0,2160,5,2160,0,2160
P015092,I19,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_I19_s8_w117175934-3968-40CE-87F2-F87D2874EAF0.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_I19_s5_w157E4B0D5-86B3-4614-A500-A1A711691345.tif,0,-4,0,2160,4,2160,0,2160
P015092,J20,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_J20_s2_w104201CB5-D20D-4601-A44B-9E99B91841BE.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_J20_s1_w153345FD1-8D3F-42C7-A277-ED0FE7D4ED03.tif,0,-3,2,2160,3,2160,0,-2
P015092,J20,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_J20_s4_w146175F77-E3E0-4FA7-AAEF-017D64CDE428.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_J20_s2_w1F6D94247-4F2A-44EF-9A93-2A300BDE6224.tif,0,-3,1,2160,3,2160,0,-1
P015092,J20,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_J20_s5_w1EC07231D-E5D0-4813-8781-4DA4BD950B6D.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_J20_s3_w19F51D6C0-370D-4DCD-8810-E1913ABE3759.tif,0,-3,2,2160,3,2160,0,-2
P015092,J20,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_J20_s6_w196B7033C-C300-4552-A097-D760E0FD50C4.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_J20_s4_w1DB71BA29-8250-47DB-856C-0E06E4B8AAD2.tif,0,-3,3,2160,3,2160,0,-3
P015092,J20,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_J20_s8_w1C78AFBA5-7B2E-4451-8691-4E4222FA7318.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_J20_s5_w1028EB552-619E-4719-8639-23D9CD78D9D1.tif,0,-3,2,2160,3,2160,0,-2
P015092,K14,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_K14_s2_w1ECAA7CFE-04C3-4A54-A176-F176295C2B29.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_K14_s1_w11A86AAA2-5DD2-4708-A715-5092BBF052AA.tif,0,-1,0,-10,1,2160,10,2160
P015092,K14,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_K14_s4_w10C23E274-4E02-489A-AEA2-4D36C92F31F0.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_K14_s2_w18744BBE3-A90E-4FF0-A18D-2F56ABAAF89E.tif,0,-1,0,-11,1,2160,11,2160
P015092,K14,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_K14_s5_w1DFED963C-B2E4-4B7E-B8DD-3E8DC8A957D5.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_K14_s3_w11F3349B5-E5FB-415A-ADCF-03E57743A5ED.tif,0,2160,0,-10,0,2160,10,2160
P015092,K14,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_K14_s6_w10BAC27F2-BE33-4239-80E3-3A6D7FE6843D.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_K14_s4_w185AD25C3-6EE6-4C68-A463-BB8F1DB6060E.tif,0,2160,0,-10,0,2160,10,2160
P015092,K14,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_K14_s8_w19CD954F4-CE9F-430A-8CB7-A75FF2D736A4.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_K14_s5_w1D04840BC-8368-4CD2-A4CE-EECCE20557E2.tif,0,2160,0,-10,0,2160,10,2160
P015092,K22,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_K22_s2_w195671413-C0F4-49C1-84FC-ED1151102113.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_K22_s1_w13F604943-8366-4A32-8942-F5A92EF44B41.tif,0,-2,6,2160,2,2160,0,-6
P015092,K22,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_K22_s4_w1478FA193-97F2-4F57-AD71-B0D4F174CF7A.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_K22_s2_w1D471CE80-CAB5-49EB-9E28-A8762BECBF68.tif,0,-1,6,2160,1,2160,0,-6
P015092,K22,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_K22_s5_w1C3FE5D1C-15B7-4770-9675-76710CB7DA61.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_K22_s3_w19EC0CEB2-0380-4E28-9D83-744233988AB8.tif,0,-2,6,2160,2,2160,0,-6
P015092,K22,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_K22_s6_w186D9F303-84BA-4A86-B6A2-8895A40139BB.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_K22_s4_w15D121C4C-0E95-4D83-8CC5-851A82E9C510.tif,0,-2,7,2160,2,2160,0,-7
P015092,K22,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_K22_s8_w14C8137EB-4CAE-47A5-9A9E-08DCE1867AF9.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_K22_s5_w1D8FDD152-8D1B-4595-9912-9ABC5764F28A.tif,0,-2,6,2160,2,2160,0,-6
P015092,L05,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_L05_s2_w105F42E77-24B5-454B-8774-6054872C67ED.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_L05_s1_w12BBA1148-4AB6-439E-8578-0B2C13104B0E.tif,1,2160,0,-28,0,-1,28,2160
P015092,L05,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_L05_s4_w189718D56-8381-44EF-A5B0-8C5485F67708.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_L05_s2_w1ED5B67EF-0ECB-4A1A-B1E6-159D184B81E5.tif,1,2160,0,-28,0,-1,28,2160
P015092,L05,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_L05_s5_w10833153D-29F7-4EC5-A2E5-506BCA39B638.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_L05_s3_w1B63A677D-60F7-4A74-9FDA-2E3EE1937565.tif,1,2160,0,-29,0,-1,29,2160
P015092,L05,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_L05_s6_w1A036B529-8D36-44AF-8135-E704AC7B240D.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_L05_s4_w125488845-C4B8-4EBE-93D5-16AE6A615180.tif,2,2160,0,-28,0,-2,28,2160
P015092,L05,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_L05_s8_w153802918-93C7-4086-A5B8-20A25EBAC60D.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_L05_s5_w1EA34EDB6-41AB-4895-819D-637F495B1B14.tif,2,2160,0,-28,0,-2,28,2160
P015092,L17,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_L17_s2_w1CFE6C34D-1FB6-456C-9341-815CE9C8A49C.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_L17_s1_w1D0085A68-74B3-45FD-804E-B78BA8B2D56A.tif,2,2160,0,-4,0,-2,4,2160
P015092,L17,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_L17_s4_w1ED14B968-4716-4693-ACC5-26BCD3A69C64.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_L17_s2_w169751382-2827-4E6F-BAC7-DDD3DA42C365.tif,2,2160,0,-4,0,-2,4,2160
P015092,L17,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_L17_s5_w1B3A0F054-6F03-480E-AD6A-760BD8AAA6E9.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_L17_s3_w16CDB9697-B00C-4FF4-BC29-E4D127649D9C.tif,2,2160,0,-4,0,-2,4,2160
P015092,L17,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_L17_s6_w1F31A3399-57CD-464E-AC0F-E31C35246AAB.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_L17_s4_w1321B392F-B645-4970-BA55-8657F15CB4BD.tif,2,2160,0,-4,0,-2,4,2160
P015092,L17,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_L17_s8_w1D7DBC5F2-D78B-4FC6-8F50-DC8568FF3979.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_L17_s5_w1895B8205-03C9-4818-B2FA-E399861C9962.tif,2,2160,0,-3,0,-2,3,2160
P015092,L20,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_L20_s2_w1CF4C1D98-D955-4800-99AD-477F280D2D66.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_L20_s1_w15A2B278E-508E-4B5E-975C-BC58947604F6.tif,0,2160,2,2160,0,2160,0,-2
P015092,L20,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_L20_s4_w120B2093A-91C4-41DE-AA29-616AE627807B.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_L20_s2_w17F611EC2-D9D9-46E8-80A3-2FB3672A0C80.tif,1,2160,1,2160,0,-1,0,-1
P015092,L20,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_L20_s5_w124E5CA20-774C-4B3C-A4BA-6BFC6EDE2728.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_L20_s3_w1A68A0A0F-A179-42E3-BD06-9E88EB8C3946.tif,1,2160,2,2160,0,-1,0,-2
P015092,L20,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_L20_s6_w12DC1F2F4-42E2-4209-81D9-253A7A8FAFAF.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_L20_s4_w1DD024D98-37C3-4A2E-BE2E-FF7BCDD4B790.tif,1,2160,2,2160,0,-1,0,-2
P015092,L20,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_L20_s8_w11C8A509F-F3BA-4876-855E-A1D8D03F20C9.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_L20_s5_w1E6E60E71-30FE-4EF0-8167-1AFBB76D4B18.tif,1,2160,2,2160,0,-1,0,-2
P015092,M12,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_M12_s2_w112B7DFA8-F343-4DA6-BDC3-F4922743620D.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_M12_s1_w120CB31C0-C3A3-43BA-A185-286F1A5E3758.tif,3,2160,0,-15,0,-3,15,2160
P015092,M12,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_M12_s4_w1D42E8347-75FC-4E35-91A7-DC3225FCD5DA.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_M12_s2_w1AE7AE201-4E71-4D9A-8BA0-5F9318F5E404.tif,3,2160,0,-15,0,-3,15,2160
P015092,M12,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_M12_s5_w1D1E73392-DC9F-4631-AA02-457293F1A5B5.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_M12_s3_w116D14ADA-0EFA-43B6-8254-51C3AA0788A1.tif,4,2160,0,-15,0,-4,15,2160
P015092,M12,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_M12_s6_w14BA00996-6C3D-47A0-A24F-616CF5B89AC1.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_M12_s4_w14E60BD97-FE1E-4389-A086-4FDA5036A305.tif,4,2160,0,-14,0,-4,14,2160
P015092,M12,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_M12_s8_w1DA0C550F-CA21-48B5-8939-B00988269076.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_M12_s5_w17CB898A2-C6F6-4CED-A2B4-DE0C286DFAEF.tif,4,2160,0,-15,0,-4,15,2160
P015092,N06,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_N06_s2_w110BD56EF-DA53-4A2C-A662-B2DAA2C89D1E.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_N06_s1_w16D7C72CF-5BE7-4195-ABFD-407854A13D8C.tif,5,2160,0,-26,0,-5,26,2160
P015092,N06,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_N06_s4_w1130DFB7D-2C68-4546-A652-BDB6D5791E2B.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_N06_s2_w1DB490A2E-196F-49AB-846A-453C5BDB5B80.tif,5,2160,0,-27,0,-5,27,2160
P015092,N06,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_N06_s5_w144B6F2D7-CBB0-4829-AA3D-9D994F5E6171.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_N06_s3_w15B4F7201-9121-4ADF-B7C4-2C2EC254B0C0.tif,6,2160,0,-27,0,-6,27,2160
P015092,N06,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_N06_s6_w1B8D04979-BC7C-4453-8F20-5DAD93321F36.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_N06_s4_w1D300957E-7117-40DB-89B0-717EF676A117.tif,6,2160,0,-25,0,-6,25,2160
P015092,N06,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_N06_s8_w1149365A3-F2E7-4D94-B872-48FAE43A5C85.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_N06_s5_w185190EA3-D525-4A71-A58A-B70D556C1029.tif,6,2160,0,-26,0,-6,26,2160
P015092,O16,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_O16_s2_w146226E45-78C4-4B24-87C1-60D4B614C172.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_O16_s1_w1F285C84C-932D-4156-BC21-982AB6F2E682.tif,8,2160,0,-6,0,-8,6,2160
P015092,O16,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_O16_s4_w1F6B70EAE-C0EC-4CB8-98B9-F806E14B28AD.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_O16_s2_w1B3E8B401-F894-484B-BB01-978A74C57556.tif,8,2160,0,-7,0,-8,7,2160
P015092,O16,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_O16_s5_w100C4640A-B52E-4F62-8D75-CBFC88B404CD.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_O16_s3_w14D5A6D0B-9AA3-4E76-83A6-D880A309BF47.tif,8,2160,0,-6,0,-8,6,2160
P015092,O16,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_O16_s6_w1E37030CF-DD4C-4E89-8BC1-0F41FF838B94.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_O16_s4_w158AAD83E-252B-44CB-BEBF-46B755A628B8.tif,8,2160,0,-7,0,-8,7,2160
P015092,O16,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_O16_s8_w173FA4564-0FBD-4AC1-BD81-0B1C77AA23B5.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_O16_s5_w1EDF20B99-C198-4B9F-9B37-4E57225D7693.tif,9,2160,0,-6,0,-9,6,2160
P015092,O17,s2,s1,specs935-v1-FA-P015092-U2OS-48h-P9-L1_O17_s2_w1CDC8A66A-CA50-42AF-A0DD-32F6861C1378.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_O17_s1_w1ABF68231-1BB7-4627-9C94-65E32B16E592.tif,8,2160,0,-4,0,-8,4,2160
P015092,O17,s4,s2,specs935-v1-FA-P015092-U2OS-48h-P9-L1_O17_s4_w1A8771992-1987-4A73-BA38-E4EF62624D31.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_O17_s2_w142C046D9-C7B3-4C84-A9C8-2856A3EE8BD5.tif,8,2160,0,-5,0,-8,5,2160
P015092,O17,s5,s3,specs935-v1-FA-P015092-U2OS-48h-P9-L1_O17_s5_w16104606D-F46D-4AC8-946F-8F44CC583953.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_O17_s3_w136936755-FC58-416A-AF5A-DCF4B54AD101.tif,8,2160,0,-4,0,-8,4,2160
P015092,O17,s6,s4,specs935-v1-FA-P015092-U2OS-48h-P9-L1_O17_s6_w175EA6DE8-4DAF-49E2-8DBE-C1722F31FC8B.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_O17_s4_w188E7FBB7-3D21-49F3-B2E9-822A9379C6D8.tif,8,2160,0,-4,0,-8,4,2160
P015092,O17,s8,s5,specs935-v1-FA-P015092-U2OS-48h-P9-L1_O17_s8_w1D7D2015E-1643-4302-9617-2EADA6AA1273.tif,specs935-v1-FA-P015092-U2OS-48h-P9-L1-TL-run2_O17_s5_w168B8D0E0-FD25-4C89-87A7-9AE000C66C56.tif,9,2160,0,-4,0,-9,4,2160
P015093,B04,s2,s1,specs935-v1-FA-P015093-U2OS-48h-P9-L2_B04_s2_w11E2C2D94-7875-4ED3-BA0D-DB5FDDBD13A8.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_B04_s1_w1BF39AC9D-EF86-44D9-9D6F-13CA15645EB3.tif,0,-18,0,-26,18,2160,26,2160
P015093,B04,s4,s2,specs935-v1-FA-P015093-U2OS-48h-P9-L2_B04_s4_w1998536C9-D3E0-49C6-911F-1FBDF09B93E9.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_B04_s2_w1123AB568-9E34-4DE2-9D87-B3C31AE0F91D.tif,0,-18,0,-27,18,2160,27,2160
P015093,B04,s5,s3,specs935-v1-FA-P015093-U2OS-48h-P9-L2_B04_s5_w1711133C5-768C-44DE-9F7A-A285A1CB825E.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_B04_s3_w162B9E9A7-AAA9-47FB-BEAB-EAE6D1E0BC10.tif,0,-18,0,-27,18,2160,27,2160
P015093,B04,s6,s4,specs935-v1-FA-P015093-U2OS-48h-P9-L2_B04_s6_w1F72D9B3C-493C-40F8-9CB7-BEA60D59E5FA.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_B04_s4_w1ABF57F69-4103-42A6-87BF-1114ECC80823.tif,0,-17,0,-26,17,2160,26,2160
P015093,B04,s8,s5,specs935-v1-FA-P015093-U2OS-48h-P9-L2_B04_s8_w1C060AB1A-7AF3-4178-8C48-D6515BEBBBA7.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_B04_s5_w1A05F7FB5-22D2-47F3-A990-27FC36318817.tif,0,-17,0,-27,17,2160,27,2160
P015093,B08,s2,s1,specs935-v1-FA-P015093-U2OS-48h-P9-L2_B08_s2_w1707DF03B-05BF-462D-93E1-CD0CE8DA3D4A.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_B08_s1_w1598C21B8-CDB2-459B-BEDB-4B37C59214F7.tif,0,-23,0,-25,23,2160,25,2160
P015093,B08,s4,s2,specs935-v1-FA-P015093-U2OS-48h-P9-L2_B08_s4_w182EA1DED-9EAD-4990-BDD1-43771A4CCCDB.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_B08_s2_w1006231B5-09FA-4784-BCE3-5A9D83B693FC.tif,0,-22,0,-25,22,2160,25,2160
P015093,B08,s5,s3,specs935-v1-FA-P015093-U2OS-48h-P9-L2_B08_s5_w160C3779A-DBC0-4831-AE11-51E9AD92D472.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_B08_s3_w1AB075827-24FF-4431-8DDD-9C10E9120794.tif,0,-22,0,-25,22,2160,25,2160
P015093,B08,s6,s4,specs935-v1-FA-P015093-U2OS-48h-P9-L2_B08_s6_w1898E630D-EEBA-4D66-A00F-BD9A6C65FBBD.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_B08_s4_w19C7B497E-0F7A-4642-8D61-0875FC76A75E.tif,0,-22,0,-25,22,2160,25,2160
P015093,B08,s8,s5,specs935-v1-FA-P015093-U2OS-48h-P9-L2_B08_s8_w1165A1509-FE2F-4B46-8326-3ABCFC3FE5D1.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_B08_s5_w1680E51A6-A959-4E90-AC78-4F578428AEA2.tif,0,-22,0,-25,22,2160,25,2160
P015093,B19,s2,s1,specs935-v1-FA-P015093-U2OS-48h-P9-L2_B19_s2_w1FA6E05AC-B238-44F8-A5F1-31EC1BC232CB.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_B19_s1_w159F12BA7-9C35-43BC-B97F-8173597411C3.tif,0,-35,1,2160,35,2160,0,-1
P015093,B19,s4,s2,specs935-v1-FA-P015093-U2OS-48h-P9-L2_B19_s4_w14025CDAD-BAD6-4F24-AF6B-865F3C40B89E.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_B19_s2_w14B44F85F-590D-48D7-8110-35CA9FB09825.tif,0,-34,0,2160,34,2160,0,2160
P015093,B19,s5,s3,specs935-v1-FA-P015093-U2OS-48h-P9-L2_B19_s5_w1F78F4F35-0292-4AE1-8181-1F3A847D2A14.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_B19_s3_w1CE259A63-B14B-4377-8274-8DDDC76D1443.tif,0,-34,1,2160,34,2160,0,-1
P015093,B19,s6,s4,specs935-v1-FA-P015093-U2OS-48h-P9-L2_B19_s6_w1BB914D40-08BD-46E0-8237-E26C89A08DAA.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_B19_s4_w13E6288F6-4F1B-44EF-B9AA-6DB57C5BAE25.tif,0,-34,1,2160,34,2160,0,-1
P015093,B19,s8,s5,specs935-v1-FA-P015093-U2OS-48h-P9-L2_B19_s8_w1BB8BE9CC-EC8C-4B16-82DC-BCDF9576C312.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_B19_s5_w1547897A3-4EB3-4FE9-89BB-51B9778FBEAA.tif,0,-33,1,2160,33,2160,0,-1
P015093,B23,s2,s1,specs935-v1-FA-P015093-U2OS-48h-P9-L2_B23_s2_w16FE06C48-F486-4051-8835-50E1A5D5770C.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_B23_s1_w187990488-7D86-48E6-954E-0D17815A3088.tif,0,-20,5,2160,20,2160,0,-5
P015093,B23,s4,s2,specs935-v1-FA-P015093-U2OS-48h-P9-L2_B23_s4_w16C9A6CFB-1AAE-4C30-8571-8B777FCDC164.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_B23_s2_w1810C9749-EBB9-4386-8BD5-5BAD1295E0C5.tif,0,-20,4,2160,20,2160,0,-4
P015093,B23,s5,s3,specs935-v1-FA-P015093-U2OS-48h-P9-L2_B23_s5_w1932F9D47-8D5D-409D-AA6F-6EDDCE6B0E41.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_B23_s3_w1274E5168-87AA-49F8-9786-DB07D21B5944.tif,0,-20,5,2160,20,2160,0,-5
P015093,B23,s6,s4,specs935-v1-FA-P015093-U2OS-48h-P9-L2_B23_s6_w1059ED972-E48D-4CBA-8ECF-FC8DB0EE49C3.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_B23_s4_w187721F7C-23F1-41CE-8892-4FFC6F536DB6.tif,0,-20,5,2160,20,2160,0,-5
P015093,B23,s8,s5,specs935-v1-FA-P015093-U2OS-48h-P9-L2_B23_s8_w11C8A1F40-6A3E-45D3-A44E-C250A912D40A.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL-run2_B23_s5_w1AD50DFE0-4CBD-434D-BD90-B56803BAECFB.tif,0,-19,5,2160,19,2160,0,-5
P015093,C10,s2,s1,specs935-v1-FA-P015093-U2OS-48h-P9-L2_C10_s2_w1D81ADED9-9C02-492D-939D-65D340C63ECE.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_C10_s1_w15B1B9D7D-9EC2-4760-B0EE-6DF0B1036437.tif,0,-21,0,-22,21,2160,22,2160
P015093,C10,s4,s2,specs935-v1-FA-P015093-U2OS-48h-P9-L2_C10_s4_w1F796D654-C3B2-4328-83D9-5FC86F5FC79A.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_C10_s2_w1166A06EA-C918-4D38-B9DE-AD069F62072C.tif,0,-21,0,-22,21,2160,22,2160
P015093,C10,s5,s3,specs935-v1-FA-P015093-U2OS-48h-P9-L2_C10_s5_w1954D8E8E-357B-4F39-84BA-FD2DD06F59FD.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_C10_s3_w10B9506EC-125F-4C3F-8729-62745E0B06A0.tif,0,-21,0,-22,21,2160,22,2160
P015093,C10,s6,s4,specs935-v1-FA-P015093-U2OS-48h-P9-L2_C10_s6_w10B099A11-ECEF-477B-8F5F-91C72742DC72.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_C10_s4_w150D24E3F-1680-441F-ACB5-660E757D65B4.tif,0,-20,0,-21,20,2160,21,2160
P015093,C10,s8,s5,specs935-v1-FA-P015093-U2OS-48h-P9-L2_C10_s8_w16130C57C-8342-4BAC-B78A-3526EB17ED1E.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_C10_s5_w125FCCC19-1DCF-4933-831E-7C431CA0D39D.tif,0,-20,0,-22,20,2160,22,2160
P015093,D16,s2,s1,specs935-v1-FA-P015093-U2OS-48h-P9-L2_D16_s2_w16C516B82-7AA8-427F-9AA9-44793FF73FBC.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_D16_s1_w10AE085BC-CE94-4D71-B1C6-BCCA687725C7.tif,0,-18,0,-10,18,2160,10,2160
P015093,D16,s4,s2,specs935-v1-FA-P015093-U2OS-48h-P9-L2_D16_s4_w112A2F17F-8B93-4123-9701-3768AD0B7253.tif,specs935-v1-FA-P015093-U2OS-48h-P9-L2-TL_D16_s2_w1AF7C83DD-A55E-4C14-AFE6-03189B1FEC4E.tif,0,-18,0,-10,18,2160,10,2160
